code	primaryCategory	secondaryCategory
D-E4133	Pathology Codes	
T-96300	Pathology Codes	
M-44060	Pathology Codes	
M-50006	Pathology Codes	
T-93300	Pathology Codes	
T-Y4320	Pathology Codes	
M-21000	Pathology Codes	
D-A1012	Pathology Codes	
T-54940	Pathology Codes	
T-29110	Pathology Codes	
M-80520	Pathology Codes	
M-46209	Pathology Codes	
M-14026	Pathology Codes	
E-19400	Pathology Codes	
T-02470	Pathology Codes	
M-20000	Pathology Codes	
M-14105	Pathology Codes	
F-Y2440	Pathology Codes	
E-90020	Pathology Codes	
E-90670	Pathology Codes	
T-X2210	Pathology Codes	
M-09010	Pathology Codes	
T-83000	Pathology Codes	
T-45540	Pathology Codes	
T-61100	Pathology Codes	
M-72420	Pathology Codes	
T-10920	Pathology Codes	
E-45050	Pathology Codes	
M-14960	Pathology Codes	
T-X7420	Pathology Codes	
T-12051	Pathology Codes	
M-41031	Pathology Codes	
T-01310	Pathology Codes	
F-Y1950	Pathology Codes	
T-Y4100	Pathology Codes	
M-39140	Pathology Codes	
F-Y2140	Pathology Codes	
T-59510	Pathology Codes	
T-XX820	Pathology Codes	
M-40501	Pathology Codes	
M-54083	Pathology Codes	
T-88500	Pathology Codes	
T-59100	Pathology Codes	
E-12000	Pathology Codes	
F-Y2900	Pathology Codes	
T-67960	Pathology Codes	
D-01890	Pathology Codes	
T-87800	Pathology Codes	
T-28010	Pathology Codes	
T-99000	Pathology Codes	
M-88306	Pathology Codes	
F-31040	Pathology Codes	
D-31551	Pathology Codes	
M-10000	Pathology Codes	
T-YZ050	Pathology Codes	
E-00010	Pathology Codes	
T-65300	Pathology Codes	
D-10020	Pathology Codes	
P-YY880	Pathology Codes	
T-08330	Pathology Codes	
T-XX020	Pathology Codes	
T-03460	Pathology Codes	
M-88110	Pathology Codes	
E-45960	Pathology Codes	
D-6D102	Pathology Codes	
M-41300	Pathology Codes	
E-24410	Pathology Codes	
T-11730	Pathology Codes	
E-43310	Pathology Codes	
M-12200	Pathology Codes	
T-Y8223	Pathology Codes	
E-10100	Pathology Codes	
M-91210	Pathology Codes	
M-58160	Pathology Codes	
M-02535	Pathology Codes	
T-71290	Pathology Codes	
D-46000	Pathology Codes	
T-Y1420	Pathology Codes	
T-50500	Pathology Codes	
T-02545	Pathology Codes	
M-33770	Pathology Codes	
T-70410	Pathology Codes	
P-34110	Pathology Codes	
M-40701	Pathology Codes	
M-54700	Pathology Codes	
E-YY817	Pathology Codes	
F-YY100	Pathology Codes	
M-72205	Pathology Codes	
T-82050	Pathology Codes	
T-71900	Pathology Codes	
T-67050	Pathology Codes	
E-15950	Pathology Codes	
T-73010	Pathology Codes	
M-33320	Pathology Codes	
T-X0900	Pathology Codes	
E-YYY89	Pathology Codes	
E-11000	Pathology Codes	
T-01300	Pathology Codes	
M-37001	Pathology Codes	
M-57510	Pathology Codes	
M-33200	Pathology Codes	
E-32100	Pathology Codes	
T-05230	Pathology Codes	
F-12706	Pathology Codes	
M-35390	Pathology Codes	
T-26050	Pathology Codes	
T-02841	Pathology Codes	
T-42500	Pathology Codes	
T-X1650	Pathology Codes	
T-67140	Pathology Codes	
D-E4262	Pathology Codes	
D-01817	Pathology Codes	
D-E7011	Pathology Codes	
E-25150	Pathology Codes	
T-X4021	Pathology Codes	
M-01100	Pathology Codes	
E-Y1380	Pathology Codes	
T-11643	Pathology Codes	
T-91100	Pathology Codes	
E-69570	Pathology Codes	
T-67016	Pathology Codes	
D-65150	Pathology Codes	
T-Y2400	Pathology Codes	
T-50100	Pathology Codes	
T-X2502	Pathology Codes	
M-14050	Pathology Codes	
T-57000	Pathology Codes	
M-32108	Pathology Codes	
D-70000	Pathology Codes	
D-01400	Pathology Codes	
T-X4080	Pathology Codes	
T-11700	Pathology Codes	
M-47110	Pathology Codes	
M-34006	Pathology Codes	
M-41600	Pathology Codes	
P-30224	Pathology Codes	
M-49090	Pathology Codes	
T-03120	Pathology Codes	
T-Y9430	Pathology Codes	
M-02840	Pathology Codes	
T-07033	Pathology Codes	
E-25470	Pathology Codes	
M-37103	Pathology Codes	
M-54400	Pathology Codes	
F-35330	Pathology Codes	
T-02400	Pathology Codes	
D-YY389	Pathology Codes	
T-68000	Pathology Codes	
D-C4021	Pathology Codes	
D-07400	Pathology Codes	
E-45610	Pathology Codes	
D-62510	Pathology Codes	
T-96100	Pathology Codes	
M-31140	Pathology Codes	
M-00110	Pathology Codes	
M-30400	Pathology Codes	
D-01880	Pathology Codes	
T-93130	Pathology Codes	
T-Y8200	Pathology Codes	
T-88200	Pathology Codes	
T-67920	Pathology Codes	
M-04050	Pathology Codes	
M-76103	Pathology Codes	
P-30110	Pathology Codes	
D-07620	Pathology Codes	
T-Y9510	Pathology Codes	
T-54380	Pathology Codes	
D-75065	Pathology Codes	
M-31700	Pathology Codes	
D-10240	Pathology Codes	
M-31050	Pathology Codes	
T-03100	Pathology Codes	
T-48730	Pathology Codes	
E-32140	Pathology Codes	
M-12800	Pathology Codes	
M-66730	Pathology Codes	
E-47370	Pathology Codes	
M-28130	Pathology Codes	
E-15930	Pathology Codes	
T-88260	Pathology Codes	
E-25491	Pathology Codes	
T-03400	Pathology Codes	
M-02700	Pathology Codes	
T-48610	Pathology Codes	
F-Y2925	Pathology Codes	
M-47150	Pathology Codes	
M-65500	Pathology Codes	
T-71330	Pathology Codes	
M-49060	Pathology Codes	
M-31200	Pathology Codes	
T-67130	Pathology Codes	
T-02815	Pathology Codes	
T-06600	Pathology Codes	
M-41002	Pathology Codes	
T-54550	Pathology Codes	
E-10050	Pathology Codes	
T-33500	Pathology Codes	
D-E4446	Pathology Codes	
M-35132	Pathology Codes	
T-Y2220	Pathology Codes	
T-89645	Pathology Codes	
M-88300	Pathology Codes	
D-80210	Pathology Codes	
M-72004	Pathology Codes	
T-71220	Pathology Codes	
T-XX701	Pathology Codes	
T-86922	Pathology Codes	
M-68550	Pathology Codes	
E-80620	Pathology Codes	
M-33820	Pathology Codes	
T-X3400	Pathology Codes	
T-71040	Pathology Codes	
M-41001	Pathology Codes	
M-73500	Pathology Codes	
T-X7410	Pathology Codes	
F-Y3100	Pathology Codes	
T-18600	Pathology Codes	
M-44760	Pathology Codes	
T-78210	Pathology Codes	
T-42050	Pathology Codes	
E-Y1371	Pathology Codes	
T-74050	Pathology Codes	
M-54061	Pathology Codes	
M-55430	Pathology Codes	
T-27040	Pathology Codes	
T-48750	Pathology Codes	
M-69510	Pathology Codes	
D-20240	Pathology Codes	
M-54200	Pathology Codes	
T-02410	Pathology Codes	
D-61600	Pathology Codes	
T-12721	Pathology Codes	
T-Y8510	Pathology Codes	
M-33700	Pathology Codes	
T-XX610	Pathology Codes	
T-17010	Pathology Codes	
M-31130	Pathology Codes	
M-32100	Pathology Codes	
T-X2000	Pathology Codes	
M-54004	Pathology Codes	
E-16500	Pathology Codes	
D-31510	Pathology Codes	
D-H7111	Pathology Codes	
M-88903	Pathology Codes	
T-Y4220	Pathology Codes	
P-34250	Pathology Codes	
M-43141	Pathology Codes	
M-53300	Pathology Codes	
M-69700	Pathology Codes	
T-05140	Pathology Codes	
D-H7100	Pathology Codes	
M-33400	Pathology Codes	
T-71300	Pathology Codes	
M-22310	Pathology Codes	
M-71430	Pathology Codes	
T-29210	Pathology Codes	
T-03600	Pathology Codes	
M-97303	Pathology Codes	
T-00060	Pathology Codes	
P-11060	Pathology Codes	
M-44000	Pathology Codes	
T-08000	Pathology Codes	
T-XX810	Pathology Codes	
T-02660	Pathology Codes	
M-55000	Pathology Codes	
M-79690	Pathology Codes	
T-54300	Pathology Codes	
M-30000	Pathology Codes	
M-54310	Pathology Codes	
M-14007	Pathology Codes	
T-X3500	Pathology Codes	
M-69560	Pathology Codes	
T-33410	Pathology Codes	
T-88810	Pathology Codes	
M-35311	Pathology Codes	
T-02471	Pathology Codes	
M-21900	Pathology Codes	
M-71000	Pathology Codes	
M-36340	Pathology Codes	
T-XX010	Pathology Codes	
P-12750	Pathology Codes	
F-61570	Pathology Codes	
T-79210	Pathology Codes	
F-01790	Pathology Codes	
T-67010	Pathology Codes	
T-78400	Pathology Codes	
M-41030	Pathology Codes	
M-54720	Pathology Codes	
D-Y3500	Pathology Codes	
T-17050	Pathology Codes	
M-52130	Pathology Codes	
M-14801	Pathology Codes	
M-38350	Pathology Codes	
T-08332	Pathology Codes	
M-54040	Pathology Codes	
T-05200	Pathology Codes	
E-10040	Pathology Codes	
M-71440	Pathology Codes	
T-8X440	Pathology Codes	
T-X9915	Pathology Codes	
T-X1280	Pathology Codes	
T-42300	Pathology Codes	
P-14520	Pathology Codes	
M-40600	Pathology Codes	
T-08470	Pathology Codes	
F-YY110	Pathology Codes	
T-88220	Pathology Codes	
T-81010	Pathology Codes	
T-70420	Pathology Codes	
M-82103	Pathology Codes	
F-35060	Pathology Codes	
F-Y1710	Pathology Codes	
T-54310	Pathology Codes	
M-57100	Pathology Codes	
E-90680	Pathology Codes	
P-10400	Pathology Codes	
T-Y9520	Pathology Codes	
M-35130	Pathology Codes	
D-01650	Pathology Codes	
E-94270	Pathology Codes	
T-32210	Pathology Codes	
P-16200	Pathology Codes	
T-73020	Pathology Codes	
M-52200	Pathology Codes	
E-Y1382	Pathology Codes	
T-11710	Pathology Codes	
T-X2403	Pathology Codes	
M-33020	Pathology Codes	
D-24600	Pathology Codes	
M-00030	Pathology Codes	
M-65000	Pathology Codes	
T-1874L	Pathology Codes	
T-56060	Pathology Codes	
T-53000	Pathology Codes	
T-67600	Pathology Codes	
D-72110	Pathology Codes	
T-32100	Pathology Codes	
M-14400	Pathology Codes	
E-20000	Pathology Codes	
M-35103	Pathology Codes	
D-D4530	Pathology Codes	
M-81505	Pathology Codes	
M-36240	Pathology Codes	
T-56140	Pathology Codes	
E-48700	Pathology Codes	
M-53180	Pathology Codes	
M-01561	Pathology Codes	
T-X2203	Pathology Codes	
T-08600	Pathology Codes	
T-X4550	Pathology Codes	
D-10110	Pathology Codes	
D-E4138	Pathology Codes	
M-72020	Pathology Codes	
M-351X0	Pathology Codes	
P-34550	Pathology Codes	
T-29000	Pathology Codes	
T-41931	Pathology Codes	
T-X1440	Pathology Codes	
T-56020	Pathology Codes	
T-XX000	Pathology Codes	
M-58050	Pathology Codes	
M-40410	Pathology Codes	
D-44110	Pathology Codes	
M-70110	Pathology Codes	
T-14650	Pathology Codes	
M-49130	Pathology Codes	
M-40031	Pathology Codes	
E-49500	Pathology Codes	
F-70010	Pathology Codes	
D-02020	Pathology Codes	
E-47280	Pathology Codes	
T-14414	Pathology Codes	
T-93000	Pathology Codes	
D-Y6201	Pathology Codes	
M-42000	Pathology Codes	
T-6Y040	Pathology Codes	
D-38913	Pathology Codes	
T-81000	Pathology Codes	
F-26304	Pathology Codes	
T-Y8320	Pathology Codes	
T-02835	Pathology Codes	
M-21510	Pathology Codes	
T-1173F	Pathology Codes	
T-07040	Pathology Codes	
T-38000	Pathology Codes	
T-86120	Pathology Codes	
D-321C0	Pathology Codes	
T-12750	Pathology Codes	
T-X6080	Pathology Codes	
F-13166	Pathology Codes	
M-88303	Pathology Codes	
T-71270	Pathology Codes	
E-E1010	Behavior	
E-E1020	Behavior	
E-E1030	Behavior	
E-E1040	Behavior	
E-E1050	Behavior	
E-E1060	Behavior	
P-YY510	Behavior	
P-YY520	Behavior	
P-YY530	Behavior	
P-YY540	Behavior	
E-E1070	Behavior	
E-E1080	Behavior	
E-X1310	Diet	
E-X1320	Diet	
E-X1330	Diet	
E-X1340	Diet	
E-X1350	Diet	
E-X1360	Diet	
E-X1370	Diet	
E-X1380	Diet	
E-X1390	Diet	
