code	primaryCategory	secondaryCategory
E-YYY89	Drugs and Procedures	
E-YYY93	Drugs and Procedures	
E-YY836	Drugs and Procedures	
E-Y7590	Drugs and Procedures	
F-30980	Diagnostic Codes	
M-00100	Diagnostic Codes	
F-31020	Diagnostic Codes	
F-31030	Diagnostic Codes	
F-31040	Diagnostic Codes	
F-61570	Diagnostic Codes	
F-62400	Diagnostic Codes	
F-01790	Diagnostic Codes	
F-31920	Diagnostic Codes	
F-30980	Diagnostic Codes	
F-01704	Diagnostic Codes	
F-60015	Diagnostic Codes	
F-31000	Diagnostic Codes	
F-85760	Diagnostic Codes	
P-02400	Diagnostic Codes	
E-78840	Common Treatments	
E-70315	Common Treatments	
E-07237	Common Treatments	
E-07255	Common Treatments	
E-07262	Common Treatments	
E-07789	Common Treatments	
E-08209	Common Treatments	
E-08811	Common Treatments	
E-18700	Common Treatments	
E-70310	Common Treatments	
E-70590	Common Treatments	
E-70720	Common Treatments	
E-71875	Common Treatments	
E-71900	Common Treatments	
E-719Y1	Common Treatments	
E-719Y3	Common Treatments	
E-719Y5	Common Treatments	
E-72040	Common Treatments	
E-72045	Common Treatments	
E-72090	Common Treatments	
E-72170	Common Treatments	
E-721X0	Common Treatments	
E-72330	Common Treatments	
E-72351	Common Treatments	
E-72360	Common Treatments	
E-72400	Common Treatments	
E-72500	Common Treatments	
E-72600	Common Treatments	
E-72681	Common Treatments	
E-72682	Common Treatments	
E-72720	Common Treatments	
E-73010	Common Treatments	
E-74020	Common Treatments	
E-74025	Common Treatments	
E-74280	Common Treatments	
E-74650	Common Treatments	
E-746Y0	Common Treatments	
E-74710	Common Treatments	
E-75470	Common Treatments	
E-76860	Common Treatments	
E-77510	Common Treatments	
E-77710	Common Treatments	
E-77720	Common Treatments	
E-77851	Common Treatments	
E-778X0	Common Treatments	
E-77900	Common Treatments	
E-77980	Common Treatments	
E-779X0	Common Treatments	
E-78120	Common Treatments	
E-78860	Common Treatments	
E-79030	Common Treatments	
E-79110	Common Treatments	
E-79190	Common Treatments	
E-79520	Common Treatments	
E-79710	Common Treatments	
E-80401	Common Treatments	
E-80410	Common Treatments	
E-81310	Common Treatments	
E-82030	Common Treatments	
E-82070	Common Treatments	
E-82080	Common Treatments	
E-8208X	Common Treatments	
E-82130	Common Treatments	
E-82270	Common Treatments	
E-82340	Common Treatments	
E-82345	Common Treatments	
E-82870	Common Treatments	
E-85361	Common Treatments	
E-84215	Common Treatments	
E-84840	Common Treatments	
E-85151	Common Treatments	
E-85182	Common Treatments	
E-85262	Common Treatments	
E-85760	Common Treatments	
E-85824	Common Treatments	
E-86040	Common Treatments	
E-87250	Common Treatments	
E-87251	Common Treatments	
E-87270	Common Treatments	
E-87600	Common Treatments	
E-87601	Common Treatments	
E-87725	Common Treatments	
E-88450	Common Treatments	
E-889Y0	Common Treatments	
E-89190	Common Treatments	
E-X0050	Common Treatments	
E-X0310	Common Treatments	
E-X0408	Common Treatments	
E-X0409	Common Treatments	
E-X0430	Common Treatments	
E-X0460	Common Treatments	
E-X0750	Common Treatments	
E-X1200	Common Treatments	
E-X1460	Common Treatments	
E-Y7240	Common Treatments	
E-Y7410	Common Treatments	
E-Y7430	Common Treatments	
E-Y7450	Common Treatments	
E-Y7564	Common Treatments	
E-Y7884	Common Treatments	
E-Y7921	Common Treatments	
E-Y8825	Common Treatments	
E-Y9611	Common Treatments	
E-YY001	Common Treatments	
E-YY035	Common Treatments	
E-YY045	Common Treatments	
E-YY055	Common Treatments	
E-YY165	Common Treatments	
E-YY200	Common Treatments	
E-YY205	Common Treatments	
E-YY280	Common Treatments	
E-YY290	Common Treatments	
E-YY295	Common Treatments	
E-YY298	Common Treatments	
E-YY310	Common Treatments	
E-YY320	Common Treatments	
E-YY325	Common Treatments	
E-YY387	Common Treatments	
E-YY395	Common Treatments	
E-YY535	Common Treatments	
E-YY545	Common Treatments	
E-YY548	Common Treatments	
E-YY675	Common Treatments	
E-YY710	Common Treatments	
E-YY728	Common Treatments	
E-YY730	Common Treatments	
E-YY732	Common Treatments	
E-YY734	Common Treatments	
E-YY735	Common Treatments	
E-YY740	Common Treatments	
E-YY750	Common Treatments	
E-YY782	Common Treatments	
E-YY785	Common Treatments	
E-YY786	Common Treatments	
E-YY788	Common Treatments	
E-YY790	Common Treatments	
E-YY792	Common Treatments	
E-YY810	Common Treatments	
E-YY870	Common Treatments	
E-YY883	Common Treatments	
E-YY905	Common Treatments	
E-YY915	Common Treatments	
E-YY943	Common Treatments	
E-YY946	Common Treatments	
E-YY948	Common Treatments	
E-YY949	Common Treatments	
E-YY950	Common Treatments	
E-YY955	Common Treatments	
E-YY980	Common Treatments	
E-YY992	Common Treatments	
E-YYY20	Common Treatments	
E-YYY30	Common Treatments	
E-YYY40	Common Treatments	
E-YYY50	Common Treatments	
E-YYY60	Common Treatments	
E-YYY70	Common Treatments	
E-YYY76	Common Treatments	
E-YYY78	Common Treatments	
E-YYY80	Common Treatments	
E-YYY83	Common Treatments	
E-YYY88	Common Treatments	
E-70000	Common Treatments	
E-YY120	Common Treatments	
E-X0405	Common Treatments	
E-YY771	Common Treatments	
E-50150	Common Treatments	
E-X0420	Common Treatments	
E-YY745	Common Treatments	
E-X0445	Common Treatments	
E-X0450	Common Treatments	
E-87255	Common Treatments	
E-YY867	Common Treatments	
E-X0435	Common Treatments	
E-YY670	Common Treatments	
E-YY770	Common Treatments	
E-X0000	Common Treatments	
E-0X042	Common Treatments	
E-X0407	Common Treatments	
E-YY547	Common Treatments	
E-YY547	Common Treatments	
E-X0100	Common Treatments	
E-X0500	Common Treatments	
E-87350	Common Treatments	
E-YY008	Common Treatments	
P-Y4110	Common Treatments	
P-Y4120	Common Treatments	
P-Y4130	Common Treatments	
P-Y4140	Common Treatments	
P-Y4150	Common Treatments	
P-Y4160	Common Treatments	
P-Y4170	Common Treatments	
P-Y4180	Common Treatments	
P-Y4190	Common Treatments	
P-Y4195	Common Treatments	
E-YY889	Common Treatments	
E-YY914	Common Treatments	
E-YY795	Common Treatments	
E-71190	Common Treatments	
E-YY008	Common Treatments	
E-YY383	Common Treatments	
E-YY668	Common Treatments	
E-YY856	Common Treatments	
P-Y4110	Hormone Implants	
P-Y4120	Hormone Implants	
P-Y4130	Hormone Implants	
P-Y4140	Hormone Implants	
P-Y4150	Hormone Implants	
P-Y4160	Hormone Implants	
P-Y4170	Hormone Implants	
P-Y4180	Hormone Implants	
P-Y4190	Hormone Implants	
P-Y4195	Hormone Implants	
T-YZ060	Pathology Codes	
E-44550	Pathology Codes	
M-31605	Pathology Codes	
T-1X510	Pathology Codes	
M-73050	Pathology Codes	
F-35250	Pathology Codes	
T-22100	Pathology Codes	
P-12202	Pathology Codes	
M-33035	Pathology Codes	
M-03130	Pathology Codes	
M-80703	Pathology Codes	
T-Y8100	Pathology Codes	
M-54082	Pathology Codes	
E-96000	Pathology Codes	
M-82503	Pathology Codes	
P-30600	Pathology Codes	
E-Y3284	Pathology Codes	
T-64020	Pathology Codes	
M-36300	Pathology Codes	
M-50230	Pathology Codes	
T-02483	Pathology Codes	
M-59070	Pathology Codes	
T-87000	Pathology Codes	
T-01000	Pathology Codes	
T-88800	Pathology Codes	
T-71070	Pathology Codes	
D-Y2400	Pathology Codes	
T-79100	Pathology Codes	
T-86600	Pathology Codes	
M-39500	Pathology Codes	
M-53120	Pathology Codes	
T-54910	Pathology Codes	
T-14400	Pathology Codes	
T-28030	Pathology Codes	
T-63950	Pathology Codes	
T-1Y000	Pathology Codes	
T-50000	Pathology Codes	
M-81000	Pathology Codes	
E-54530	Pathology Codes	
T-06000	Pathology Codes	
T-32000	Pathology Codes	
T-Y9420	Pathology Codes	
T-Y9500	Pathology Codes	
D-67100	Pathology Codes	
T-YY491	Pathology Codes	
T-28500	Pathology Codes	
M-34100	Pathology Codes	
E-50500	Pathology Codes	
T-03104	Pathology Codes	
M-84400	Pathology Codes	
T-26980	Pathology Codes	
M-31600	Pathology Codes	
M-72001	Pathology Codes	
M-36141	Pathology Codes	
P-12700	Pathology Codes	
D-06960	Pathology Codes	
T-03410	Pathology Codes	
T-Y7000	Pathology Codes	
M-95903	Pathology Codes	
T-X7000	Pathology Codes	
M-55240	Pathology Codes	
T-71010	Pathology Codes	
M-28030	Pathology Codes	
T-X1740	Pathology Codes	
M-13550	Pathology Codes	
M-12000	Pathology Codes	
M-49400	Pathology Codes	
T-54220	Pathology Codes	
E-45770	Pathology Codes	
M-80943	Pathology Codes	
F-33710	Pathology Codes	
T-65116	Pathology Codes	
M-46810	Pathology Codes	
T-Y8520	Pathology Codes	
D-93280	Pathology Codes	
T-07030	Pathology Codes	
M-70700	Pathology Codes	
T-10180	Pathology Codes	
D-H7254	Pathology Codes	
T-Y9710	Pathology Codes	
T-Y9780	Pathology Codes	
T-48710	Pathology Codes	
M-79130	Pathology Codes	
T-X7630	Pathology Codes	
T-71120	Pathology Codes	
T-78010	Pathology Codes	
E-48400	Pathology Codes	
M-29360	Pathology Codes	
T-X2500	Pathology Codes	
T-XY010	Pathology Codes	
M-81500	Pathology Codes	
M-10040	Pathology Codes	
E-10080	Pathology Codes	
M-83700	Pathology Codes	
T-48000	Pathology Codes	
T-83320	Pathology Codes	
M-72710	Pathology Codes	
M-36270	Pathology Codes	
D-H2032	Pathology Codes	
D-32020	Pathology Codes	
T-46120	Pathology Codes	
D-YY650	Pathology Codes	
T-78110	Pathology Codes	
M-14200	Pathology Codes	
T-Y122R	Pathology Codes	
M-40000	Pathology Codes	
T-02450	Pathology Codes	
M-76300	Pathology Codes	
M-02570	Pathology Codes	
T-0X140	Pathology Codes	
D-35000	Pathology Codes	
F-35150	Pathology Codes	
M-32400	Pathology Codes	
M-14310	Pathology Codes	
M-32800	Pathology Codes	
M-44700	Pathology Codes	
M-36310	Pathology Codes	
M-11240	Pathology Codes	
T-Y9020	Pathology Codes	
T-63120	Pathology Codes	
F-75071	Pathology Codes	
M-41601	Pathology Codes	
T-48333	Pathology Codes	
D-01781	Pathology Codes	
T-71230	Pathology Codes	
M-38020	Pathology Codes	
M-50030	Pathology Codes	
D-00020	Pathology Codes	
D-75000	Pathology Codes	
P-30112	Pathology Codes	
P-32302	Pathology Codes	
T-Y1300	Pathology Codes	
M-32101	Pathology Codes	
T-46820	Pathology Codes	
D-H7110	Pathology Codes	
P-30111	Pathology Codes	
M-72400	Pathology Codes	
T-67200	Pathology Codes	
T-59090	Pathology Codes	
T-Y1220	Pathology Codes	
M-80106	Pathology Codes	
E-24200	Pathology Codes	
T-45510	Pathology Codes	
M-06000	Pathology Codes	
D-75061	Pathology Codes	
M-41500	Pathology Codes	
T-63016	Pathology Codes	
T-85400	Pathology Codes	
F-Y1530	Pathology Codes	
D-26180	Pathology Codes	
T-56240	Pathology Codes	
M-44001	Pathology Codes	
T-Y4600	Pathology Codes	
T-72000	Pathology Codes	
F-60400	Pathology Codes	
T-10130	Pathology Codes	
T-21010	Pathology Codes	
T-X4300	Pathology Codes	
M-79610	Pathology Codes	
T-88205	Pathology Codes	
T-Y1800	Pathology Codes	
M-68130	Pathology Codes	
E-32221	Pathology Codes	
D-DF016	Pathology Codes	
T-02102	Pathology Codes	
T-79200	Pathology Codes	
T-Y8310	Pathology Codes	
P-30230	Pathology Codes	
F-YY004	Pathology Codes	
T-0871R	Pathology Codes	
T-X2050	Pathology Codes	
M-02960	Pathology Codes	
T-04030	Pathology Codes	
T-X2260	Pathology Codes	
E-51670	Pathology Codes	
T-YY560	Pathology Codes	
M-01560	Pathology Codes	
E-90590	Pathology Codes	
M-52100	Pathology Codes	
T-88820	Pathology Codes	
M-55570	Pathology Codes	
D-01812	Pathology Codes	
E-46500	Pathology Codes	
T-54330	Pathology Codes	
M-80903	Pathology Codes	
T-98050	Pathology Codes	
T-71200	Pathology Codes	
T-Y2200	Pathology Codes	
F-YY003	Pathology Codes	
M-26240	Pathology Codes	
T-10310	Pathology Codes	
T-70010	Pathology Codes	
M-89400	Pathology Codes	
F-60340	Pathology Codes	
M-50110	Pathology Codes	
M-02530	Pathology Codes	
D-E4430	Pathology Codes	
T-74060	Pathology Codes	
M-72150	Pathology Codes	
M-36110	Pathology Codes	
T-25100	Pathology Codes	
E-10070	Pathology Codes	
M-01000	Pathology Codes	
D-A6021	Pathology Codes	
E-YY328	Pathology Codes	
F-31680	Pathology Codes	
M-50070	Pathology Codes	
D-H6000	Pathology Codes	
T-79400	Pathology Codes	
T-10740	Pathology Codes	
M-40403	Pathology Codes	
T-48200	Pathology Codes	
T-03424	Pathology Codes	
T-13100	Pathology Codes	
M-43130	Pathology Codes	
M-72200	Pathology Codes	
T-62010	Pathology Codes	
M-33410	Pathology Codes	
M-32880	Pathology Codes	
T-0X500	Pathology Codes	
M-36142	Pathology Codes	
M-52420	Pathology Codes	
T-02121	Pathology Codes	
M-62220	Pathology Codes	
T-71160	Pathology Codes	
D-65050	Pathology Codes	
D-H7255	Pathology Codes	
T-X0360	Pathology Codes	
M-37006	Pathology Codes	
P-30202	Pathology Codes	
T-21000	Pathology Codes	
T-02420	Pathology Codes	
T-46674	Pathology Codes	
M-44140	Pathology Codes	
T-Y9720	Pathology Codes	
T-Y1000	Pathology Codes	
T-X7030	Pathology Codes	
T-86921	Pathology Codes	
E-20170	Pathology Codes	
T-Y8840	Pathology Codes	
T-01414	Pathology Codes	
M-45080	Pathology Codes	
T-X3230	Pathology Codes	
M-46701	Pathology Codes	
M-53150	Pathology Codes	
M-40030	Pathology Codes	
M-02610	Pathology Codes	
T-54350	Pathology Codes	
D-07560	Pathology Codes	
D-H6003	Pathology Codes	
T-X4820	Pathology Codes	
M-69210	Pathology Codes	
T-58000	Pathology Codes	
T-64080	Pathology Codes	
T-00050	Pathology Codes	
T-X2002	Pathology Codes	
M-36500	Pathology Codes	
M-43200	Pathology Codes	
M-50060	Pathology Codes	
T-X1110	Pathology Codes	
T-08030	Pathology Codes	
T-32040	Pathology Codes	
M-80901	Pathology Codes	
D-20220	Pathology Codes	
M-44800	Pathology Codes	
M-34000	Pathology Codes	
T-93010	Pathology Codes	
D-01782	Pathology Codes	
T-0881L	Pathology Codes	
M-36140	Pathology Codes	
T-88410	Pathology Codes	
T-59010	Pathology Codes	
E-15810	Pathology Codes	
M-34370	Pathology Codes	
M-68100	Pathology Codes	
M-41540	Pathology Codes	
M-26730	Pathology Codes	
E-40410	Pathology Codes	
T-X1450	Pathology Codes	
T-14200	Pathology Codes	
T-6X930	Pathology Codes	
D-07640	Pathology Codes	
F-49090	Pathology Codes	
M-55402	Pathology Codes	
T-08830	Pathology Codes	
M-54120	Pathology Codes	
T-98030	Pathology Codes	
M-90801	Pathology Codes	
T-03850	Pathology Codes	
F-00150	Pathology Codes	
T-08710	Pathology Codes	
T-X2402	Pathology Codes	
T-63110	Pathology Codes	
T-1X200	Pathology Codes	
F-13200	Pathology Codes	
T-X2020	Pathology Codes	
E-15710	Pathology Codes	
T-89000	Pathology Codes	
M-57570	Pathology Codes	
F-Y1600	Pathology Codes	
T-Y0110	Pathology Codes	
T-54240	Pathology Codes	
M-70800	Pathology Codes	
M-40700	Pathology Codes	
T-8Y300	Pathology Codes	
T-XX050	Pathology Codes	
E-44370	Pathology Codes	
T-91030	Pathology Codes	
T-03420	Pathology Codes	
T-08490	Pathology Codes	
T-45010	Pathology Codes	
E-16000	Pathology Codes	
T-08510	Pathology Codes	
D-G1241	Pathology Codes	
D-H6165	Pathology Codes	
F-31010	Pathology Codes	
D-80040	Pathology Codes	
M-77600	Pathology Codes	
M-34160	Pathology Codes	
D-E4440	Pathology Codes	
T-88225	Pathology Codes	
T-02850	Pathology Codes	
D-03780	Pathology Codes	
P-12210	Pathology Codes	
M-66740	Pathology Codes	
M-12250	Pathology Codes	
T-14640	Pathology Codes	
M-39300	Pathology Codes	
M-96103	Pathology Codes	
F-31920	Pathology Codes	
T-X8060	Pathology Codes	
T-41932	Pathology Codes	
T-86000	Pathology Codes	
T-93100	Pathology Codes	
M-72000	Pathology Codes	
M-72202	Pathology Codes	
T-Y4300	Pathology Codes	
T-Y150L	Pathology Codes	
F-42400	Pathology Codes	
E-30000	Pathology Codes	
M-30150	Pathology Codes	
T-X3700	Pathology Codes	
F-Y1930	Pathology Codes	
M-41750	Pathology Codes	
F-31030	Pathology Codes	
F-31600	Pathology Codes	
T-08090	Pathology Codes	
M-55040	Pathology Codes	
F-49040	Pathology Codes	
M-12500	Pathology Codes	
M-46340	Pathology Codes	
D-H6131	Pathology Codes	
T-64160	Pathology Codes	
T-64000	Pathology Codes	
T-08430	Pathology Codes	
E-25480	Pathology Codes	
T-08900	Pathology Codes	
T-14550	Pathology Codes	
E-20010	Pathology Codes	
F-Y1100	Pathology Codes	
M-72750	Pathology Codes	
M-40200	Pathology Codes	
M-52120	Pathology Codes	
E-32220	Pathology Codes	
D-75070	Pathology Codes	
F-31320	Pathology Codes	
M-39823	Pathology Codes	
T-Y4230	Pathology Codes	
T-58400	Pathology Codes	
M-31280	Pathology Codes	
T-64320	Pathology Codes	
M-32200	Pathology Codes	
M-54185	Pathology Codes	
E-00130	Pathology Codes	
D-77500	Pathology Codes	
T-02490	Pathology Codes	
T-25910	Pathology Codes	
M-14380	Pathology Codes	
T-08610	Pathology Codes	
M-58170	Pathology Codes	
M-36100	Pathology Codes	
T-02852	Pathology Codes	
T-55100	Pathology Codes	
T-82200	Pathology Codes	
M-40001	Pathology Codes	
M-38090	Pathology Codes	
D-YY555	Pathology Codes	
T-87420	Pathology Codes	
M-80946	Pathology Codes	
M-52600	Pathology Codes	
T-45600	Pathology Codes	
E-15700	Pathology Codes	
T-02830	Pathology Codes	
T-48810	Pathology Codes	
M-14025	Pathology Codes	
D-H6162	Pathology Codes	
T-Y8830	Pathology Codes	
D-10140	Pathology Codes	
T-46500	Pathology Codes	
M-48005	Pathology Codes	
T-43110	Pathology Codes	
T-56000	Pathology Codes	
M-40040	Pathology Codes	
D-E8082	Pathology Codes	
M-02800	Pathology Codes	
M-34310	Pathology Codes	
E-45340	Pathology Codes	
T-02500	Pathology Codes	
T-01400	Pathology Codes	
E-Y1372	Pathology Codes	
E-23000	Pathology Codes	
T-X7482	Pathology Codes	
M-32220	Pathology Codes	
T-28300	Pathology Codes	
M-80500	Pathology Codes	
T-71000	Pathology Codes	
T-X1310	Pathology Codes	
T-X1620	Pathology Codes	
M-40401	Pathology Codes	
T-64300	Pathology Codes	
P-14500	Pathology Codes	
P-11000	Pathology Codes	
M-80006	Pathology Codes	
T-86910	Pathology Codes	
T-32400	Pathology Codes	
D-C2120	Pathology Codes	
T-29100	Pathology Codes	
T-07050	Pathology Codes	
T-X2310	Pathology Codes	
T-58700	Pathology Codes	
M-26500	Pathology Codes	
M-40005	Pathology Codes	
D-H7260	Pathology Codes	
T-46700	Pathology Codes	
T-67900	Pathology Codes	
D-05570	Pathology Codes	
M-33050	Pathology Codes	
T-70400	Pathology Codes	
T-87670	Pathology Codes	
M-22300	Pathology Codes	
F-79010	Pathology Codes	
T-02464	Pathology Codes	
M-72203	Pathology Codes	
T-Y9410	Pathology Codes	
M-66700	Pathology Codes	
E-YY392	Pathology Codes	
T-02820	Pathology Codes	
T-Y8500	Pathology Codes	
T-Y9480	Pathology Codes	
T-03840	Pathology Codes	
T-02131	Pathology Codes	
M-58110	Pathology Codes	
M-31010	Pathology Codes	
T-87010	Pathology Codes	
E-44820	Pathology Codes	
M-28000	Pathology Codes	
T-02430	Pathology Codes	
T-33300	Pathology Codes	
D-25100	Pathology Codes	
M-03005	Pathology Codes	
F-13600	Pathology Codes	
T-29330	Pathology Codes	
E-16524	Pathology Codes	
D-Y6202	Pathology Codes	
M-43500	Pathology Codes	
T-71020	Pathology Codes	
E-43010	Pathology Codes	
T-X7600	Pathology Codes	
D-60000	Pathology Codes	
T-YY495	Pathology Codes	
M-14005	Pathology Codes	
T-34400	Pathology Codes	
D-A0547	Pathology Codes	
F-Y2450	Pathology Codes	
T-08480	Pathology Codes	
T-X4380	Pathology Codes	
T-X3800	Pathology Codes	
M-71003	Pathology Codes	
P-10000	Pathology Codes	
D-YY395	Pathology Codes	
F-Y1540	Pathology Codes	
T-64310	Pathology Codes	
E-15630	Pathology Codes	
T-54460	Pathology Codes	
P-11010	Pathology Codes	
T-63850	Pathology Codes	
E-81710	Pathology Codes	
T-6Y100	Pathology Codes	
M-54063	Pathology Codes	
E-15870	Pathology Codes	
E-86020	Pathology Codes	
M-80003	Pathology Codes	
T-X4150	Pathology Codes	
M-88103	Pathology Codes	
D-01660	Pathology Codes	
M-14430	Pathology Codes	
M-10030	Pathology Codes	
T-55200	Pathology Codes	
T-50110	Pathology Codes	
F-31080	Pathology Codes	
M-12090	Pathology Codes	
M-48190	Pathology Codes	
T-54920	Pathology Codes	
T-32600	Pathology Codes	
T-56010	Pathology Codes	
F-31000	Pathology Codes	
P-36440	Pathology Codes	
F-70040	Pathology Codes	
D-65035	Pathology Codes	
E-17710	Pathology Codes	
M-37020	Pathology Codes	
T-XX821	Pathology Codes	
D-6D186	Pathology Codes	
E-YY351	Pathology Codes	
M-74000	Pathology Codes	
T-02822	Pathology Codes	
T-93020	Pathology Codes	
T-Y4430	Pathology Codes	
F-Y3500	Pathology Codes	
T-33010	Pathology Codes	
E-10000	Pathology Codes	
T-82500	Pathology Codes	
T-10101	Pathology Codes	
T-08920	Pathology Codes	
D-1A303	Pathology Codes	
M-87000	Pathology Codes	
M-79500	Pathology Codes	
D-25010	Pathology Codes	
T-64040	Pathology Codes	
T-1X500	Pathology Codes	
T-11420	Pathology Codes	
T-32410	Pathology Codes	
M-84813	Pathology Codes	
T-Y4310	Pathology Codes	
E-15200	Pathology Codes	
D-H7840	Pathology Codes	
E-90620	Pathology Codes	
T-56210	Pathology Codes	
D-88700	Pathology Codes	
T-31040	Pathology Codes	
T-02862	Pathology Codes	
E-00020	Pathology Codes	
M-58150	Pathology Codes	
T-Y0000	Pathology Codes	
D-E4164	Pathology Codes	
M-00010	Pathology Codes	
M-49430	Pathology Codes	
M-01110	Pathology Codes	
T-56230	Pathology Codes	
M-81400	Pathology Codes	
P-36442	Pathology Codes	
F-31020	Pathology Codes	
T-87710	Pathology Codes	
M-40300	Pathology Codes	
T-47420	Pathology Codes	
D-01760	Pathology Codes	
M-02525	Pathology Codes	
T-58500	Pathology Codes	
T-28810	Pathology Codes	
T-02424	Pathology Codes	
T-11280	Pathology Codes	
M-49020	Pathology Codes	
E-84300	Pathology Codes	
F-Y2915	Pathology Codes	
M-31530	Pathology Codes	
T-12411	Pathology Codes	
M-88900	Pathology Codes	
M-04000	Pathology Codes	
T-65120	Pathology Codes	
D-13500	Pathology Codes	
E-79580	Pathology Codes	
M-88510	Pathology Codes	
D-65100	Pathology Codes	
M-51100	Pathology Codes	
F-61320	Pathology Codes	
D-62170	Pathology Codes	
T-32010	Pathology Codes	
M-49004	Pathology Codes	
M-59040	Pathology Codes	
T-Y2120	Pathology Codes	
T-88101	Pathology Codes	
D-C1618	Pathology Codes	
E-10072	Pathology Codes	
M-14003	Pathology Codes	
T-02403	Pathology Codes	
T-02610	Pathology Codes	
M-43400	Pathology Codes	
D-H6108	Pathology Codes	
T-42000	Pathology Codes	
M-03000	Pathology Codes	
D-68030	Pathology Codes	
M-00120	Pathology Codes	
T-98000	Pathology Codes	
M-72050	Pathology Codes	
T-54510	Pathology Codes	
M-54002	Pathology Codes	
T-77130	Pathology Codes	
T-Y2110	Pathology Codes	
D-03500	Pathology Codes	
M-25420	Pathology Codes	
M-55030	Pathology Codes	
T-87600	Pathology Codes	
P-32301	Pathology Codes	
T-64070	Pathology Codes	
T-10179	Pathology Codes	
T-93110	Pathology Codes	
D-30600	Pathology Codes	
P-12200	Pathology Codes	
M-49001	Pathology Codes	
T-Y8120	Pathology Codes	
T-X9440	Pathology Codes	
T-00002	Pathology Codes	
D-H7220	Pathology Codes	
F-34280	Pathology Codes	
D-H7321	Pathology Codes	
E-45370	Pathology Codes	
M-50210	Pathology Codes	
T-02810	Pathology Codes	
T-27010	Pathology Codes	
M-35102	Pathology Codes	
T-28100	Pathology Codes	
T-X2400	Pathology Codes	
M-46070	Pathology Codes	
T-02600	Pathology Codes	
M-72180	Pathology Codes	
T-96200	Pathology Codes	
F-08000	Pathology Codes	
T-54360	Pathology Codes	
F-Y1900	Pathology Codes	
D-E3285	Pathology Codes	
T-48600	Pathology Codes	
D-YY243	Pathology Codes	
M-52000	Pathology Codes	
T-72020	Pathology Codes	
T-Y8810	Pathology Codes	
T-03810	Pathology Codes	
T-Y2300	Pathology Codes	
T-28020	Pathology Codes	
D-65000	Pathology Codes	
T-X1900	Pathology Codes	
M-44040	Pathology Codes	
T-44000	Pathology Codes	
D-40100	Pathology Codes	
M-50081	Pathology Codes	
M-73300	Pathology Codes	
M-69530	Pathology Codes	
D-77510	Pathology Codes	
T-42400	Pathology Codes	
T-X0280	Pathology Codes	
T-08300	Pathology Codes	
T-06008	Pathology Codes	
D-H7253	Pathology Codes	
E-55060	Pathology Codes	
E-16840	Pathology Codes	
T-45110	Pathology Codes	
T-02507	Pathology Codes	
T-12530	Pathology Codes	
T-03102	Pathology Codes	
M-69420	Pathology Codes	
T-08270	Pathology Codes	
T-02870	Pathology Codes	
T-46710	Pathology Codes	
T-26010	Pathology Codes	
E-23270	Pathology Codes	
T-89002	Pathology Codes	
E-68600	Pathology Codes	
T-08400	Pathology Codes	
T-02100	Pathology Codes	
T-14700	Pathology Codes	
T-X2003	Pathology Codes	
T-10300	Pathology Codes	
T-X3200	Pathology Codes	
M-72425	Pathology Codes	
D-23810	Pathology Codes	
E-40810	Pathology Codes	
M-33300	Pathology Codes	
T-08650	Pathology Codes	
M-24400	Pathology Codes	
M-15600	Pathology Codes	
T-08360	Pathology Codes	
M-14800	Pathology Codes	
D-47010	Pathology Codes	
T-X2503	Pathology Codes	
T-0X000	Pathology Codes	
P-30220	Pathology Codes	
T-01240	Pathology Codes	
M-43140	Pathology Codes	
E-44810	Pathology Codes	
M-33170	Pathology Codes	
M-33420	Pathology Codes	
E-15750	Pathology Codes	
D-YY670	Pathology Codes	
E-40800	Pathology Codes	
T-54010	Pathology Codes	
T-02640	Pathology Codes	
D-D9160	Pathology Codes	
T-07031	Pathology Codes	
M-03250	Pathology Codes	
E-90030	Pathology Codes	
E-45650	Pathology Codes	
E-00360	Pathology Codes	
T-84000	Pathology Codes	
D-00800	Pathology Codes	
T-96030	Pathology Codes	
T-03487	Pathology Codes	
M-14100	Pathology Codes	
M-71600	Pathology Codes	
T-Y9400	Pathology Codes	
F-Y2935	Pathology Codes	
M-38007	Pathology Codes	
T-49010	Pathology Codes	
P-41500	Pathology Codes	
M-57000	Pathology Codes	
T-14560	Pathology Codes	
M-54740	Pathology Codes	
D-G7200	Pathology Codes	
T-88210	Pathology Codes	
M-14020	Pathology Codes	
T-64330	Pathology Codes	
T-10020	Pathology Codes	
M-12050	Pathology Codes	
M-36101	Pathology Codes	
D-H0410	Pathology Codes	
T-64910	Pathology Codes	
T-2Y720	Pathology Codes	
T-01100	Pathology Codes	
M-76400	Pathology Codes	
T-Y3000	Pathology Codes	
T-54390	Pathology Codes	
M-31000	Pathology Codes	
T-Y6600	Pathology Codes	
M-14116	Pathology Codes	
T-Y0310	Pathology Codes	
T-27000	Pathology Codes	
M-54110	Pathology Codes	
M-15000	Pathology Codes	
T-63600	Pathology Codes	
T-25010	Pathology Codes	
M-21300	Pathology Codes	
M-48090	Pathology Codes	
M-31080	Pathology Codes	
T-46681	Pathology Codes	
M-72850	Pathology Codes	
T-45120	Pathology Codes	
M-12300	Pathology Codes	
T-82900	Pathology Codes	
T-62040	Pathology Codes	
F-79030	Pathology Codes	
T-91300	Pathology Codes	
D-06580	Pathology Codes	
T-XX530	Pathology Codes	
